Age,Gender,Weight_kg,Height_cm,BMI,Activity_Level,Exercise_Type,MET,Target_Calories,Duration_minutes
51,Female,57.4,,20.9,Moderately Active,Walking,3.5,677,180.0
48,Female,59.0,161.7,22.6,Moderately Active,Walking,3.5,508,140.6
52,Male,77.3,172.0,26.1,Moderately Active,Running,8.0,407,29.2
31,Female,63.6,155.5,26.3,Moderately Active,Walking,3.5,166,47.4
51,Male,53.4,163.1,20.1,Moderately Active,Yoga,2.5,216,93.0
34,Female,53.2,163.6,19.9,Moderately Active,Cycling,6.0,545,96.7
58,Female,65.7,159.6,25.8,Sedentary,Yoga,2.5,545,180.0
19,Female,43.0,165.8,15.7,Moderately Active,Walking,3.5,391,147.8
32,Female,60.3,160.0,23.6,Lightly Active,Cycling,6.0,167,26.9
29,Female,59.5,159.4,,Sedentary,Walking,3.5,496,139.6
34,Female,68.1,148.8,30.8,Sedentary,Walking,3.5,172,39.6
57,Female,43.0,160.7,16.7,Lightly Active,Walking,3.5,644,180.0
45,Male,62.6,,18.3,Lightly Active,Swimming,7.0,454,62.0
42,Female,57.4,159.1,22.7,Sedentary,Cycling,6.0,310,53.9
42,Male,73.9,172.1,25.0,Moderately Active,Swimming,7.0,331,35.8
36,Female,56.7,159.0,22.4,Moderately Active,Walking,3.5,505,141.5
43,Male,60.0,168.6,21.1,Lightly Active,Cycling,6.0,353,59.5
56,Male,58.6,167.9,20.8,Lightly Active,Walking,3.5,358,99.8
55,Male,61.1,178.7,19.1,Sedentary,Walking,3.5,381,104.8
43,Female,60.6,,25.5,Sedentary,Running,8.0,168,12.9
18,Male,60.8,161.9,23.2,Sedentary,Swimming,7.0,691,82.5
43,Male,64.3,162.3,24.4,Lightly Active,Cycling,6.0,189,22.8
31,Female,73.2,158.3,29.2,Lightly Active,Walking,3.5,207,48.0
46,Female,,154.6,,Lightly Active,Swimming,7.0,227,32.6
38,Female,57.3,162.3,21.7,Moderately Active,Walking,3.5,408,116.5
26,Male,61.1,165.6,,Moderately Active,Walking,3.5,684,178.6
35,Female,42.8,164.2,15.9,Very Active,Walking,3.5,441,172.4
29,Male,79.7,163.1,29.9,Very Active,Walking,3.5,379,76.0
29,Male,97.4,165.0,35.8,Very Active,Walking,3.5,320,55.0
55,Female,40.0,166.0,14.5,Lightly Active,Walking,3.5,351,134.2
55,Male,70.1,165.0,25.7,Sedentary,Yoga,2.5,572,180.0
41,Female,52.3,160.4,20.3,Very Active,Running,8.0,585,83.9
53,Male,53.1,173.0,17.8,Moderately Active,Cycling,6.0,674,119.0
23,Male,68.2,179.2,21.2,Lightly Active,Running,8.0,690,73.5
36,Female,55.7,164.3,20.6,Sedentary,Walking,3.5,222,65.3
58,Female,65.2,169.0,22.8,Lightly Active,Walking,3.5,451,117.5
20,Female,47.0,155.9,19.3,Lightly Active,Swimming,7.0,165,31.1
29,Male,78.8,169.1,27.6,Moderately Active,Swimming,7.0,489,50.5
23,Male,49.8,166.0,18.1,Very Active,Swimming,7.0,335,60.8
57,Male,70.5,184.4,20.7,Sedentary,Cycling,6.0,369,36.4
31,Female,49.7,162.8,18.8,Lightly Active,Running,8.0,640,102.0
50,Male,63.3,174.9,20.7,Moderately Active,Walking,3.5,235,59.7
58,Male,60.1,176.7,19.2,Sedentary,Walking,3.5,179,48.8
26,Male,57.7,172.8,19.3,Sedentary,Swimming,7.0,230,35.1
32,Male,49.8,166.9,,Moderately Active,Walking,3.5,368,115.6
43,Male,73.9,170.2,25.5,Lightly Active,Walking,3.5,388,85.7
31,Female,54.7,152.9,23.4,Lightly Active,Cycling,6.0,664,108.5
54,Male,55.8,160.0,21.8,Lightly Active,Swimming,7.0,154,20.3
31,Male,69.6,171.4,23.7,Lightly Active,Yoga,2.5,564,174.6
40,Male,69.5,178.1,21.9,Moderately Active,Running,8.0,642,72.4
44,Female,62.6,152.8,26.8,Very Active,Walking,3.5,372,86.8
49,Male,55.1,166.9,19.8,Sedentary,Walking,3.5,307,93.6
60,Male,60.1,174.8,19.7,Moderately Active,Running,8.0,647,72.5
27,Male,59.1,173.2,19.7,Lightly Active,Running,8.0,668,82.2
18,Female,48.8,160.0,19.1,Lightly Active,Running,8.0,164,14.4
43,Female,47.3,163.4,17.7,Lightly Active,Walking,3.5,347,127.2
23,Female,,144.8,20.9,Lightly Active,Yoga,2.5,588,180.0
30,Female,77.6,148.4,,Very Active,Walking,3.5,592,116.0
37,Female,50.2,160.3,19.5,Moderately Active,Yoga,2.5,626,180.0
29,Female,53.3,149.8,23.8,Lightly Active,Running,8.0,394,56.6
52,Female,50.8,157.8,20.4,Sedentary,Swimming,7.0,260,32.1
21,Female,53.7,162.9,20.2,Moderately Active,Cycling,6.0,464,85.6
41,Male,56.8,180.5,17.4,Sedentary,Walking,3.5,563,159.4
25,Female,68.8,159.4,27.1,Moderately Active,Walking,3.5,411,93.2
32,Male,63.6,165.6,23.2,Lightly Active,Running,8.0,300,32.7
37,Male,52.9,168.4,18.6,Moderately Active,Walking,3.5,380,114.6
31,Male,72.6,157.7,29.2,Moderately Active,Cycling,6.0,218,23.6
53,Male,58.7,183.9,17.4,Sedentary,Swimming,7.0,329,44.2
38,Male,57.2,182.6,17.1,Lightly Active,Walking,3.5,179,54.8
23,Male,62.1,,21.5,Moderately Active,Walking,3.5,300,77.3
30,Male,68.8,165.9,25.0,Moderately Active,Yoga,2.5,192,75.1
38,Female,54.5,163.3,20.4,Sedentary,Walking,3.5,603,180.0
26,Female,51.2,168.0,18.2,Lightly Active,Walking,3.5,354,107.5
42,Female,52.5,157.0,21.3,Lightly Active,Walking,3.5,695,180.0
44,Female,51.2,150.9,22.5,Lightly Active,Walking,3.5,287,93.1
21,Female,53.1,161.9,,Sedentary,Walking,3.5,681,180.0
50,Female,67.8,160.1,26.5,Very Active,Yoga,2.5,390,138.9
42,Female,53.8,154.1,22.6,Moderately Active,Running,8.0,700,95.3
28,Male,60.4,161.8,23.1,Lightly Active,Yoga,2.5,508,180.0
19,Female,66.0,159.7,25.9,Sedentary,Walking,3.5,577,144.5
24,Male,51.5,174.3,17.0,Moderately Active,Running,8.0,392,49.6
19,Female,50.8,161.5,19.5,Lightly Active,Yoga,2.5,631,180.0
52,Male,71.8,163.7,26.8,Lightly Active,Walking,3.5,594,137.5
23,Male,48.9,168.9,17.1,Moderately Active,Walking,3.5,415,140.0
49,Female,58.1,161.8,22.2,Lightly Active,Walking,3.5,636,180.0
59,Male,77.4,159.5,30.4,Moderately Active,Walking,3.5,486,96.7
26,Female,46.7,173.8,15.5,Lightly Active,Walking,3.5,162,63.8
54,Male,73.5,182.8,22.0,Very Active,Swimming,7.0,368,43.4
38,Male,61.3,182.4,18.4,Lightly Active,Running,8.0,319,40.1
51,Female,45.4,152.0,19.7,Moderately Active,Walking,3.5,312,113.0
59,Male,66.4,167.1,23.8,Moderately Active,Walking,3.5,691,163.4
37,Female,50.4,166.1,18.3,Sedentary,Swimming,7.0,604,104.1
55,Male,56.3,171.7,19.1,Sedentary,Walking,3.5,507,154.5
49,Male,76.4,177.9,24.1,Sedentary,Walking,3.5,306,62.9
48,Female,58.3,155.4,24.1,Sedentary,Swimming,7.0,264,29.1
24,Male,69.6,171.0,23.8,Very Active,Swimming,7.0,409,45.8
35,Female,58.2,156.0,23.9,Moderately Active,Running,8.0,478,61.2
52,Male,63.2,162.4,24.0,Sedentary,Yoga,2.5,439,163.5
37,Male,59.7,182.1,18.0,Lightly Active,Running,8.0,529,59.6
53,Male,87.2,166.0,31.7,Sedentary,Walking,3.5,210,49.1
34,Male,79.4,187.2,22.7,Sedentary,Running,8.0,680,56.0
57,Male,51.9,168.1,18.4,Sedentary,Swimming,7.0,466,78.8
26,Male,70.3,172.9,23.5,Sedentary,Running,8.0,316,33.8
40,Female,61.8,143.8,29.9,Moderately Active,Yoga,2.5,446,168.4
53,Female,67.5,147.5,31.0,Sedentary,Walking,3.5,639,152.0
34,Male,,160.8,26.3,Lightly Active,Cycling,6.0,524,83.0
46,Female,59.0,161.9,22.5,Moderately Active,Walking,3.5,225,59.1
38,Male,49.6,163.5,18.6,Lightly Active,Running,8.0,384,48.0
40,Male,42.8,171.0,,Sedentary,Walking,3.5,296,119.6
42,Female,53.6,153.7,22.7,Sedentary,Running,8.0,212,32.6
29,Female,60.9,157.1,24.7,Moderately Active,Cycling,6.0,481,80.2
47,Male,63.8,180.0,19.7,Sedentary,Walking,3.5,440,111.0
43,Female,55.3,160.3,,Lightly Active,Yoga,2.5,608,180.0
59,Female,46.7,158.1,18.7,Lightly Active,Running,8.0,543,77.4
38,Female,49.2,148.6,22.3,Very Active,Walking,3.5,454,148.9
41,Male,,182.2,18.1,Moderately Active,Running,8.0,256,33.3
57,Male,78.3,170.2,27.0,Lightly Active,Swimming,7.0,194,24.6
60,Male,70.9,163.8,26.4,Very Active,Swimming,7.0,217,25.1
56,Female,44.9,147.1,20.7,Lightly Active,Running,8.0,513,79.2
45,Female,53.5,150.5,23.6,Sedentary,Yoga,2.5,435,180.0
26,Male,61.9,175.6,20.1,Very Active,Running,8.0,250,19.3
51,Male,73.9,169.2,25.8,Lightly Active,Cycling,6.0,227,28.6
25,Male,54.9,156.4,22.4,Lightly Active,Swimming,7.0,642,93.5
45,Male,72.8,171.0,24.9,Moderately Active,Swimming,7.0,183,10.2
33,Male,65.0,164.1,24.2,Sedentary,Running,8.0,363,46.9
34,Female,48.0,162.0,18.3,Sedentary,Swimming,7.0,226,31.1
19,Female,55.7,157.1,22.5,Lightly Active,Swimming,7.0,530,73.9
58,Female,61.1,153.7,25.8,Lightly Active,Swimming,7.0,310,37.6
38,Female,55.2,149.2,24.8,Sedentary,Walking,3.5,258,79.3
19,Female,48.0,,17.3,Lightly Active,Yoga,2.5,482,180.0
25,Male,46.6,179.0,14.5,Lightly Active,Yoga,2.5,263,128.9
43,Female,57.0,155.3,23.6,Lightly Active,Walking,3.5,425,115.1
33,Male,51.7,168.4,18.2,Moderately Active,Walking,3.5,339,108.1
29,Female,,158.7,19.9,Very Active,Walking,3.5,219,63.1
28,Female,64.0,156.8,26.0,Moderately Active,Walking,3.5,430,111.8
40,Female,44.6,167.5,15.9,Lightly Active,Walking,3.5,294,103.5
32,Male,71.4,179.2,22.2,Moderately Active,Swimming,7.0,694,76.9
55,Female,56.2,158.3,22.4,Lightly Active,Yoga,2.5,598,180.0
58,Female,46.7,155.4,19.4,Lightly Active,Walking,3.5,165,60.0
34,Female,51.1,160.5,19.9,Sedentary,Cycling,6.0,596,105.4
40,Female,63.4,149.9,28.2,Sedentary,Running,8.0,283,20.5
55,Female,50.2,153.7,21.3,Moderately Active,Walking,3.5,281,97.3
38,Male,,163.0,28.9,Moderately Active,Cycling,6.0,510,67.5
37,Male,53.3,164.0,19.8,Moderately Active,Walking,3.5,221,63.8
41,Female,40.0,164.8,,Lightly Active,Running,8.0,417,74.1
45,Male,61.4,168.0,21.8,Moderately Active,Walking,3.5,419,116.2
20,Female,48.8,149.9,21.7,Moderately Active,Running,8.0,682,97.9
26,Female,48.9,159.6,19.2,Moderately Active,Running,8.0,542,70.7
50,Female,41.2,152.5,17.7,Sedentary,Cycling,6.0,210,41.3
47,Male,66.6,169.2,23.3,Sedentary,Walking,3.5,186,47.9
18,Male,63.0,168.2,22.3,Lightly Active,Running,8.0,471,56.5
37,Male,73.6,187.5,20.9,Moderately Active,Walking,3.5,284,61.6
58,Female,48.2,169.5,16.8,Very Active,Cycling,6.0,429,91.0
44,Male,53.7,184.4,15.8,Moderately Active,Walking,3.5,366,115.0
54,Male,40.0,164.0,14.9,Moderately Active,Walking,3.5,634,180.0
53,Male,60.5,164.9,22.2,Moderately Active,Cycling,6.0,455,81.4
47,Female,57.8,157.0,23.4,Lightly Active,Cycling,6.0,331,60.5
47,Female,,150.9,26.5,Lightly Active,Cycling,6.0,522,82.8
50,Male,60.8,160.6,23.6,Sedentary,Yoga,2.5,689,180.0
25,Male,57.2,168.0,20.3,Moderately Active,Cycling,6.0,504,84.8
49,Male,61.6,,,Very Active,Cycling,6.0,209,39.0
22,Male,60.2,166.8,21.6,Lightly Active,Swimming,7.0,171,18.7
33,Female,40.4,162.2,15.4,Sedentary,Yoga,2.5,415,180.0
48,Male,66.6,171.3,22.7,Very Active,Walking,3.5,189,45.4
53,Male,55.5,175.9,17.9,Sedentary,Walking,3.5,178,50.5
59,Male,79.0,162.1,30.1,Sedentary,Swimming,7.0,365,41.3
43,Male,67.2,159.3,26.5,Sedentary,Walking,3.5,560,133.1
53,Male,69.8,168.8,24.5,Sedentary,Cycling,6.0,584,78.0
47,Female,69.4,155.7,28.6,Moderately Active,Swimming,7.0,314,30.9
51,Female,62.0,157.8,24.9,Lightly Active,Walking,3.5,501,132.9
26,Female,53.6,161.8,20.5,Sedentary,Walking,3.5,305,95.6
40,Male,51.6,172.1,17.4,Moderately Active,Yoga,2.5,530,180.0
57,Male,82.0,,29.8,Moderately Active,Running,8.0,533,48.2
44,Female,52.8,156.0,21.7,Moderately Active,Swimming,7.0,509,69.4
40,Female,61.3,149.7,27.3,Lightly Active,Walking,3.5,618,163.5
60,Female,42.3,148.9,19.1,Very Active,Walking,3.5,541,180.0
28,Female,59.0,159.3,23.3,Lightly Active,Walking,3.5,424,109.6
24,Male,69.5,164.7,25.6,Sedentary,Swimming,7.0,406,45.8
20,Female,54.1,148.8,24.4,Moderately Active,Running,8.0,219,28.3
34,Female,,151.3,32.4,Moderately Active,Swimming,7.0,211,25.6
35,Male,56.7,174.9,18.5,Lightly Active,Swimming,7.0,264,33.3
58,Female,54.2,150.2,24.0,Moderately Active,Running,8.0,609,85.6
46,Male,65.5,175.3,21.3,Lightly Active,Running,8.0,472,57.8
47,Male,70.1,162.6,26.5,Moderately Active,Walking,3.5,665,154.4
19,Female,57.9,160.0,22.6,Lightly Active,Swimming,7.0,331,42.9
41,Male,59.1,,,Moderately Active,Running,8.0,199,19.3
21,Male,53.1,163.7,19.8,Lightly Active,Walking,3.5,584,179.4
41,Female,44.0,,21.0,Lightly Active,Cycling,6.0,241,49.6
48,Female,59.1,148.7,26.8,Lightly Active,Yoga,2.5,363,138.2
44,Male,56.4,157.9,22.6,Sedentary,Cycling,6.0,470,79.8
22,Male,73.9,169.4,25.7,Sedentary,Walking,3.5,523,114.2
19,Female,40.0,162.5,15.1,Very Active,Walking,3.5,565,180.0
32,Male,,179.6,22.7,Sedentary,Running,8.0,375,40.6
23,Female,44.3,159.1,17.5,Moderately Active,Cycling,6.0,500,105.7
57,Female,53.6,145.2,25.4,Moderately Active,Yoga,2.5,571,180.0
43,Female,47.2,157.9,18.9,Lightly Active,Swimming,7.0,367,65.1
32,Female,57.8,154.1,24.3,Moderately Active,Walking,3.5,588,163.3
21,Female,,160.0,21.3,Lightly Active,Swimming,7.0,153,24.9
52,Female,66.1,159.1,26.1,Very Active,Yoga,2.5,510,176.3
58,Female,,164.9,20.3,Lightly Active,Running,8.0,573,79.4
23,Female,63.2,150.0,28.1,Very Active,Running,8.0,507,53.2
20,Female,63.8,160.7,24.7,Sedentary,Walking,3.5,156,45.0
18,Male,69.6,165.0,25.6,Lightly Active,Yoga,2.5,164,52.7
43,Male,59.4,176.7,19.0,Sedentary,Yoga,2.5,537,180.0
57,Female,50.9,159.6,20.0,Lightly Active,Running,8.0,246,29.5
18,Female,52.9,162.7,20.0,Moderately Active,Running,8.0,488,67.8
30,Male,55.0,180.3,16.9,Sedentary,Walking,3.5,659,180.0
45,Male,55.1,162.2,21.0,Moderately Active,Yoga,2.5,273,118.7
48,Male,,162.1,31.3,Lightly Active,Walking,3.5,669,123.8
42,Male,69.3,162.1,26.4,Moderately Active,Running,8.0,212,22.2
42,Male,65.5,170.1,,Sedentary,Swimming,7.0,210,27.5
40,Male,52.0,168.5,18.3,Lightly Active,Running,8.0,644,90.0
56,Female,41.0,156.2,16.8,Lightly Active,Yoga,2.5,486,180.0
32,Female,59.6,168.5,21.0,Moderately Active,Walking,3.5,205,51.9
42,Female,45.4,156.1,18.7,Sedentary,Cycling,6.0,278,58.7
30,Female,62.0,161.4,23.8,Sedentary,Yoga,2.5,229,77.8
56,Female,59.7,159.2,23.6,Very Active,Running,8.0,414,41.6
35,Male,63.0,172.8,21.1,Lightly Active,Running,8.0,209,26.4
45,Male,59.4,166.8,21.4,Moderately Active,Running,8.0,339,44.9
34,Female,53.8,151.0,23.6,Very Active,Cycling,6.0,325,56.5
56,Female,59.3,151.4,25.9,Lightly Active,Cycling,6.0,327,55.6
29,Male,64.6,180.3,19.9,Sedentary,Swimming,7.0,467,65.1
24,Male,63.2,164.3,23.4,Sedentary,Walking,3.5,662,170.1
21,Male,64.4,165.0,,Sedentary,Walking,3.5,583,148.1
46,Male,75.7,167.9,26.9,Lightly Active,Cycling,6.0,344,42.7
36,Male,64.1,168.1,22.7,Lightly Active,Cycling,6.0,605,90.0
30,Male,88.1,178.2,27.7,Lightly Active,Running,8.0,259,15.1
36,Male,77.5,154.5,32.5,Sedentary,Running,8.0,512,44.0
19,Male,58.9,184.7,17.3,Lightly Active,Yoga,2.5,542,180.0
34,Male,69.8,172.0,,Very Active,Running,8.0,476,51.1
27,Female,55.1,155.9,22.6,Lightly Active,Walking,3.5,307,97.3
34,Male,71.8,167.0,25.7,Lightly Active,Swimming,7.0,411,38.5
48,Female,48.5,153.8,20.5,Sedentary,Cycling,6.0,374,74.9
55,Male,68.3,173.6,22.7,Moderately Active,Walking,3.5,534,126.2
20,Female,51.3,153.8,21.7,Lightly Active,Walking,3.5,163,51.9
47,Male,79.5,167.2,28.4,Lightly Active,Walking,3.5,313,63.0
25,Female,45.5,155.3,18.9,Sedentary,Yoga,2.5,607,180.0
22,Male,67.1,167.8,23.8,Moderately Active,Swimming,7.0,155,13.3
55,Female,64.0,158.6,25.4,Sedentary,Walking,3.5,246,65.4
39,Female,53.6,164.7,19.7,Moderately Active,Walking,3.5,390,126.7
39,Male,82.5,167.3,29.5,Lightly Active,Swimming,7.0,631,59.9
52,Female,67.1,154.2,28.2,Moderately Active,Swimming,7.0,152,25.0
57,Female,69.0,152.1,29.8,Sedentary,Cycling,6.0,538,67.1
45,Male,75.9,163.6,28.3,Moderately Active,Swimming,7.0,214,29.1
18,Male,57.9,172.0,19.6,Lightly Active,Running,8.0,200,24.5
57,Male,58.9,189.5,16.4,Lightly Active,Walking,3.5,497,141.0
25,Male,59.8,181.6,18.2,Lightly Active,Running,8.0,609,71.3
43,Male,52.4,173.3,17.5,Lightly Active,Swimming,7.0,533,74.5
53,Female,59.0,156.2,24.2,Moderately Active,Cycling,6.0,154,23.2
40,Female,43.1,162.8,16.3,Very Active,Swimming,7.0,632,112.9
50,Female,56.0,147.8,25.6,Sedentary,Walking,3.5,577,165.4
42,Male,53.9,173.8,17.9,Lightly Active,Yoga,2.5,297,127.7
44,Male,65.2,166.2,23.6,Very Active,Swimming,7.0,295,43.5
57,Male,66.7,163.5,25.0,Moderately Active,Walking,3.5,522,124.3
27,Female,64.3,151.4,28.1,Lightly Active,Running,8.0,361,38.8
42,Female,43.8,157.1,17.8,Lightly Active,Swimming,7.0,649,123.2
33,Male,63.2,183.2,18.8,Lightly Active,Walking,3.5,517,138.7
30,Female,,166.4,14.9,Lightly Active,Running,8.0,233,42.6
45,Female,57.9,170.5,19.9,Moderately Active,Running,8.0,279,44.3
49,Male,68.8,156.2,28.2,Moderately Active,Walking,3.5,291,75.9
39,Female,45.2,,19.8,Sedentary,Running,8.0,451,73.5
53,Male,66.9,171.0,22.9,Moderately Active,Running,8.0,511,53.9
25,Female,67.6,154.0,28.5,Very Active,Walking,3.5,414,101.7
33,Male,55.8,170.8,19.1,Moderately Active,Walking,3.5,539,147.9
47,Female,62.4,162.8,23.6,Lightly Active,Walking,3.5,301,78.6
49,Female,53.9,158.1,21.6,Moderately Active,Walking,3.5,471,147.3
53,Female,54.9,153.4,23.3,Sedentary,Walking,3.5,159,40.5
60,Male,68.2,163.4,25.5,Sedentary,Walking,3.5,691,160.5
39,Female,54.9,154.1,23.1,Moderately Active,Walking,3.5,625,180.0
58,Male,67.2,178.2,21.2,Sedentary,Cycling,6.0,696,104.3
42,Male,68.4,177.0,21.8,Lightly Active,Yoga,2.5,440,142.6
44,Female,62.1,148.3,28.3,Moderately Active,Yoga,2.5,230,91.1
54,Male,54.1,161.1,20.8,Moderately Active,Swimming,7.0,295,36.2
42,Female,55.2,156.3,22.6,Lightly Active,Walking,3.5,172,46.0
58,Female,50.9,155.1,21.2,Moderately Active,Walking,3.5,445,141.1
18,Male,79.5,169.7,27.6,Moderately Active,Walking,3.5,692,135.3
19,Female,60.5,157.6,24.4,Lightly Active,Swimming,7.0,524,68.5
25,Female,49.4,158.7,19.6,Very Active,Cycling,6.0,301,60.6
59,Female,47.6,153.0,20.3,Sedentary,Cycling,6.0,304,58.1
22,Male,61.7,173.1,20.6,Lightly Active,Walking,3.5,485,128.2
52,Female,51.4,153.3,21.9,Lightly Active,Running,8.0,536,82.1
22,Female,52.9,,20.4,Lightly Active,Swimming,7.0,427,66.7
39,Female,56.4,159.8,22.1,Moderately Active,Running,8.0,619,95.8
29,Male,51.0,175.1,16.6,Moderately Active,Running,8.0,216,26.9
37,Male,71.8,171.8,24.3,Lightly Active,Cycling,6.0,477,60.0
59,Female,,161.4,18.8,Lightly Active,Walking,3.5,161,64.2
25,Female,52.9,162.1,20.1,Moderately Active,Walking,3.5,658,180.0
41,Female,44.1,155.1,18.3,Sedentary,Swimming,7.0,176,29.8
18,Male,68.2,176.0,22.0,Lightly Active,Swimming,7.0,373,43.3
43,Male,51.6,175.4,,Moderately Active,Walking,3.5,246,82.3
46,Female,52.5,160.8,20.3,Lightly Active,Running,8.0,675,94.1
21,Male,70.5,161.0,27.2,Lightly Active,Cycling,6.0,275,32.8
41,Male,79.2,160.0,30.9,Moderately Active,Cycling,6.0,599,81.8
35,Male,65.8,172.6,22.1,Moderately Active,Cycling,6.0,352,42.6
49,Male,64.1,169.5,22.3,Moderately Active,Walking,3.5,419,108.1
22,Female,46.2,151.7,20.1,Moderately Active,Running,8.0,652,104.2
45,Male,61.8,163.6,23.1,Lightly Active,Walking,3.5,593,150.3
50,Male,74.8,154.3,31.4,Lightly Active,Running,8.0,242,28.4
42,Male,61.4,168.0,21.7,Lightly Active,Walking,3.5,318,92.8
33,Male,55.6,166.4,20.1,Moderately Active,Walking,3.5,191,60.8
39,Male,71.0,172.2,23.9,Sedentary,Running,8.0,176,24.8
50,Female,48.0,161.8,18.3,Moderately Active,Walking,3.5,662,180.0
50,Male,56.4,178.9,17.6,Moderately Active,Walking,3.5,636,177.0
20,Male,68.4,172.3,23.0,Moderately Active,Walking,3.5,370,84.4
58,Female,70.2,151.5,30.6,Lightly Active,Running,8.0,484,43.1
53,Female,56.3,158.1,22.5,Lightly Active,Walking,3.5,196,63.4
44,Female,53.2,155.6,22.0,Moderately Active,Swimming,7.0,469,79.8
23,Female,43.1,154.7,18.0,Moderately Active,Running,8.0,503,89.0
21,Female,58.9,178.3,18.5,Very Active,Cycling,6.0,180,37.8
44,Female,,153.9,22.5,Lightly Active,Walking,3.5,284,89.6
33,Male,54.4,178.9,17.0,Sedentary,Cycling,6.0,530,86.9
19,Female,46.0,165.1,16.9,Lightly Active,Running,8.0,677,98.2
32,Male,63.5,157.8,25.5,Sedentary,Walking,3.5,168,46.9
23,Male,59.4,177.2,18.9,Sedentary,Walking,3.5,252,75.6
24,Male,62.2,177.0,19.9,Lightly Active,Running,8.0,170,21.9
32,Female,59.6,168.5,21.0,Moderately Active,Walking,3.5,205,51.9
59,Male,69.7,159.7,27.3,Sedentary,Running,8.0,266,22.5
51,Female,40.0,151.6,17.4,Moderately Active,Running,8.0,170,28.6
32,Male,43.5,170.2,15.0,Sedentary,Running,8.0,247,46.5
28,Male,66.9,180.4,20.6,Lightly Active,Yoga,2.5,234,82.5
19,Male,64.1,163.4,24.0,Moderately Active,Cycling,6.0,279,29.6
28,Female,65.9,158.4,26.3,Sedentary,Walking,3.5,477,114.5
41,Male,67.6,188.5,19.0,Very Active,Walking,3.5,680,163.1
34,Female,53.4,156.8,21.7,Lightly Active,Walking,3.5,168,39.3
24,Female,40.0,158.6,15.9,Lightly Active,Running,8.0,675,124.2
48,Female,56.5,151.9,24.5,Moderately Active,Walking,3.5,385,108.9
31,Female,52.2,159.0,20.6,Lightly Active,Walking,3.5,166,52.5
18,Male,67.7,176.0,21.9,Lightly Active,Cycling,6.0,571,89.9
36,Female,50.6,,19.0,Moderately Active,Walking,3.5,299,93.6
35,Male,69.9,167.5,24.9,Lightly Active,Cycling,6.0,307,44.0
47,Male,65.2,180.7,20.0,Lightly Active,Walking,3.5,488,107.5
31,Female,44.8,157.1,18.2,Very Active,Swimming,7.0,231,45.3
34,Female,55.1,155.3,22.9,Sedentary,Walking,3.5,278,82.2
59,Female,52.8,160.0,20.6,Moderately Active,Walking,3.5,600,180.0
48,Female,58.8,157.6,23.7,Moderately Active,Walking,3.5,277,68.1
22,Male,62.1,169.7,21.6,Moderately Active,Swimming,7.0,229,21.8
25,Male,61.0,166.9,21.9,Sedentary,Walking,3.5,673,180.0
36,Female,59.0,167.1,21.1,Lightly Active,Walking,3.5,442,121.4
41,Female,40.0,160.4,15.5,Lightly Active,Cycling,6.0,613,150.6
22,Male,66.6,,19.8,Sedentary,Cycling,6.0,500,74.3
53,Female,56.5,167.1,20.2,Sedentary,Swimming,7.0,619,94.1
56,Male,57.7,174.4,19.0,Moderately Active,Running,8.0,563,63.8
51,Female,59.4,161.7,22.7,Sedentary,Swimming,7.0,472,69.1
45,Female,48.0,163.3,18.0,Lightly Active,Running,8.0,329,54.1
39,Male,83.2,178.8,26.0,Moderately Active,Running,8.0,390,27.2
51,Female,47.7,166.3,17.2,Sedentary,Walking,3.5,434,147.6
36,Female,,168.1,24.2,Lightly Active,Walking,3.5,544,131.8
60,Female,71.7,160.4,27.9,Moderately Active,Walking,3.5,189,41.8
42,Male,58.4,167.5,20.8,Sedentary,Yoga,2.5,579,180.0
48,Female,54.0,,19.7,Sedentary,Running,8.0,599,81.1
52,Female,55.9,150.7,24.6,Moderately Active,Yoga,2.5,359,148.0
50,Male,57.7,171.0,19.7,Moderately Active,Walking,3.5,633,180.0
43,Male,49.5,171.6,16.8,Lightly Active,Walking,3.5,392,124.1
46,Male,80.6,168.0,28.6,Moderately Active,Running,8.0,456,44.7
33,Female,50.2,158.0,20.1,Moderately Active,Walking,3.5,218,69.3
48,Male,51.8,180.0,16.0,Moderately Active,Walking,3.5,691,180.0
53,Male,64.6,174.6,21.2,Very Active,Running,8.0,652,71.0
19,Female,60.8,160.5,23.6,Sedentary,Walking,3.5,487,129.3
51,Male,72.7,,23.7,Lightly Active,Cycling,6.0,583,73.6
48,Female,55.6,154.3,23.3,Sedentary,Walking,3.5,560,163.6
52,Male,42.0,170.9,14.4,Moderately Active,Running,8.0,282,45.9
36,Male,85.9,174.1,28.3,Very Active,Walking,3.5,648,114.4
26,Female,52.2,154.2,22.0,Very Active,Walking,3.5,399,128.4
50,Male,54.0,183.5,16.0,Moderately Active,Swimming,7.0,661,108.7
46,Male,76.5,170.2,26.4,Very Active,Walking,3.5,233,43.9
31,Male,69.8,175.0,22.8,Sedentary,Running,8.0,696,66.7
20,Male,69.4,,25.6,Moderately Active,Walking,3.5,265,61.7
23,Male,82.0,165.8,29.8,Lightly Active,Cycling,6.0,693,86.1
19,Female,50.6,155.9,20.8,Sedentary,Running,8.0,445,57.9
21,Male,83.3,155.8,34.3,Sedentary,Yoga,2.5,363,95.8
25,Female,50.3,162.4,19.1,Sedentary,Cycling,6.0,314,50.4
30,Male,61.8,169.5,21.5,Lightly Active,Walking,3.5,426,121.7
49,Male,79.9,170.7,27.4,Lightly Active,Swimming,7.0,525,55.5
